Bairro,Cidade,Estado,Valor do Imóvel,Quantidade de Cômodos,Tipo de Imóvel,Vagas de Garagem,Área (m²),Ano de Construção,Valor do Condomínio,Distância do Centro (km),Se tem Elevador,Se tem Piscina,Se está mobiliado,Idade_Imovel(Anos)
Savassi,Belo Horizonte,MG,1201844.07,6,Apartamento,2,103.5,1991,1017.96,3.5,True,False,True,34
Ipanema,Rio de Janeiro,RJ,403329.74,2,Casa,2,58.1,2015,,6.4,True,False,False,10
Tijuca,Rio de Janeiro,RJ,579726.58,6,Casa,3,104.0,1996,,7.7,True,False,False,29
Pinheiros,São Paulo,SP,582341.76,3,Apartamento,,,1985,676.46,6.0,True,False,False,40
Vila Mariana,São Paulo,SP,739025.91,3,Apartamento,1,80.7,2016,537.7,5.6,True,False,True,9
Pampulha,Belo Horizonte,MG,231908.38,2,Casa,0,21.4,2014,,9.0,True,True,True,11
Botafogo,Rio de Janeiro,RJ,548928.23,4,Casa,0,73.6,1994,,3.4,True,True,False,31
Barro Preto,Belo Horizonte,MG,1004562.0,4,Casa,1,97.5,2003,,4.8,True,False,True,22
Buritis,Belo Horizonte,MG,560913.92,6,Apartamento,1,102.1,2004,372.96,11.0,True,False,True,21
Tijuca,Rio de Janeiro,RJ,1547650.57,5,Casa,1,130.4,1989,,1.4,True,False,True,36
Copacabana,Rio de Janeiro,RJ,882305.34,4,Casa,2,79.6,2008,,1.4,True,True,True,17
Pinheiros,São Paulo,SP,520087.02,3,Apartamento,2,91.8,2011,489.98,6.6,True,False,False,14
Leblon,Rio de Janeiro,RJ,427531.53,3,Casa,1,48.4,1988,,3.6,True,False,True,37
Buritis,Belo Horizonte,MG,671201.31,4,Apartamento,0,87.1,2015,448.21,7.5,True,False,False,10
Moema,São Paulo,SP,198846.75,2,Apartamento,2,33.8,2023,1250.34,5.7,True,False,False,2
Buritis,Belo Horizonte,MG,591413.22,5,Casa,1,83.2,2019,,2.9,True,False,False,6
Ipanema,Rio de Janeiro,RJ,760290.76,3,Apartamento,,80.9,1996,810.9,5.8,True,False,True,29
Vila Mariana,São Paulo,SP,1501100.44,7,Casa,2,144.7,2012,,3.3,True,True,True,13
Savassi,Belo Horizonte,MG,730684.92,5,Apartamento,,95.9,2002,780.73,11.9,True,False,False,23
Pinheiros,São Paulo,SP,567928.53,4,Apartamento,1,89.3,1990,1218.55,4.4,True,False,True,35
Moema,São Paulo,SP,561209.57,5,Apartamento,1,86.8,1993,900.49,4.3,True,False,True,32
Pampulha,Belo Horizonte,MG,515480.31,4,Apartamento,1,75.9,1990,1261.21,7.9,True,False,False,35
Centro,Belo Horizonte,MG,764783.5,3,Casa,3,91.7,2018,,1.5,True,False,False,7
,Belo Horizonte,MG,809265.27,5,Apartamento,1,98.8,1994,978.96,2.9,True,False,True,31
Buritis,Belo Horizonte,MG,546841.16,5,Apartamento,2,103.1,1999,1437.68,12.3,True,False,True,26
Copacabana,Rio de Janeiro,RJ,584736.89,4,Apartamento,,93.1,2018,630.75,9.5,True,False,False,7
Botafogo,Rio de Janeiro,RJ,729832.32,5,Apartamento,3,110.4,1977,618.19,8.0,True,False,False,48
Barro Preto,Belo Horizonte,MG,442664.0,2,Casa,2,69.7,1980,,-2.1,True,False,False,45
Leblon,Rio de Janeiro,RJ,708809.96,4,Casa,3,91.6,2008,,5.4,True,False,False,17
,Rio de Janeiro,RJ,869824.96,4,Casa,3,98.2,2020,,7.3,True,False,False,5
Vila Mariana,São Paulo,SP,1036366.24,5,Apartamento,3,102.7,1979,1402.7,7.5,True,False,False,46
Pampulha,Belo Horizonte,MG,1185159.34,7,Apartamento,3,136.1,1984,1027.67,6.1,True,False,False,41
Tijuca,Rio de Janeiro,RJ,730796.01,5,Casa,2,91.4,2006,,10.3,True,False,False,19
Centro,Belo Horizonte,MG,887944.68,5,Casa,2,98.0,1983,,6.6,True,False,True,42
Botafogo,Rio de Janeiro,RJ,836447.56,5,Casa,2,97.1,1979,,7.0,True,True,True,46
Tatuapé,São Paulo,SP,605656.7,2,Casa,2,64.7,1989,,4.0,True,False,False,36
Ipanema,Rio de Janeiro,RJ,301206.24,3,Casa,0,57.0,1971,,9.6,True,False,False,54
Barro Preto,Belo Horizonte,MG,529138.94,4,Apartamento,0,76.8,2012,825.5,8.5,True,False,False,13
Buritis,Belo Horizonte,MG,598202.75,3,Apartamento,0,81.8,1999,1294.74,9.2,True,False,False,26
Ipanema,Rio de Janeiro,RJ,846441.74,4,Casa,1,106.6,1990,,9.2,True,False,True,35
Botafogo,Rio de Janeiro,RJ,620247.63,2,Apartamento,1,68.2,2023,547.64,7.0,True,False,True,2
Buritis,Belo Horizonte,MG,770619.46,2,Casa,2,78.9,1990,,7.0,True,True,False,35
Tatuapé,São Paulo,SP,763539.9,4,Apartamento,1,75.1,1990,358.35,-3.3,True,True,True,35
Buritis,Belo Horizonte,MG,780342.53,4,Apartamento,2,98.1,1972,810.85,3.6,True,True,True,53
Vila Mariana,São Paulo,SP,822460.55,4,Apartamento,3,118.9,1986,1142.23,0.3,True,False,False,39
Santana,São Paulo,SP,553921.57,2,Apartamento,0,50.5,2007,393.78,1.2,True,True,False,18
Centro,Belo Horizonte,MG,669782.72,4,Apartamento,3,118.9,2023,480.9,9.0,True,True,False,2
Savassi,Belo Horizonte,MG,369926.2,2,Casa,2,41.7,1975,,3.3,True,False,False,50
Santana,São Paulo,SP,780639.68,5,Apartamento,2,92.7,2022,1142.47,8.5,True,True,True,3
Copacabana,Rio de Janeiro,RJ,466143.96,3,Apartamento,1,52.8,2023,593.48,6.2,True,False,True,2
Tatuapé,São Paulo,SP,729879.74,5,Apartamento,2,105.9,2015,1496.47,8.0,True,False,True,10
Savassi,Belo Horizonte,MG,550825.27,4,Casa,2,62.7,1972,,2.9,True,False,False,53
Copacabana,Rio de Janeiro,RJ,719293.45,2,Apartamento,1,66.2,1990,426.93,3.0,True,False,False,35
Pinheiros,São Paulo,SP,600786.65,4,Apartamento,2,88.2,1982,458.12,4.8,True,False,False,43
Moema,São Paulo,SP,1017828.35,3,Apartamento,3,99.1,2010,344.5,7.8,True,True,False,15
Centro,Belo Horizonte,MG,1476602.48,5,Apartamento,1,122.2,2022,808.3,-4.9,True,False,False,3
Santana,São Paulo,SP,695384.43,5,Casa,1,110.4,2016,,7.8,True,False,False,9
Buritis,Belo Horizonte,MG,560383.99,4,Casa,2,96.5,2006,,5.9,True,False,False,19
Centro,Belo Horizonte,MG,519438.64,4,Apartamento,,70.8,2008,517.82,5.8,True,True,False,17
Tijuca,Rio de Janeiro,RJ,378706.05,2,Apartamento,0,63.3,1973,1336.18,11.2,True,False,True,52
Barro Preto,Belo Horizonte,MG,390124.07,2,Apartamento,0,50.9,2020,680.99,9.0,True,True,False,5
Leblon,Rio de Janeiro,RJ,595531.04,4,Casa,1,69.5,1979,,13.4,True,False,False,46
Tijuca,Rio de Janeiro,RJ,1182182.34,4,Apartamento,1,117.2,2006,1383.78,4.0,True,False,False,19
Moema,São Paulo,SP,632009.59,3,Apartamento,0,75.4,2021,715.61,6.0,True,False,True,4
Santana,São Paulo,SP,566581.05,3,Apartamento,,62.0,2009,483.84,2.2,True,False,False,16
Botafogo,Rio de Janeiro,RJ,506999.26,4,Casa,1,60.3,1995,,6.9,True,False,False,30
Savassi,Belo Horizonte,MG,209146.94,2,Casa,1,24.5,1973,,5.7,True,False,False,52
Buritis,Belo Horizonte,MG,833412.79,6,Apartamento,1,101.7,2016,608.39,5.2,True,False,False,9
Savassi,Belo Horizonte,MG,928657.77,5,Casa,1,84.1,2017,,5.1,True,False,True,8
Ipanema,Rio de Janeiro,RJ,457920.41,4,Casa,0,87.1,1974,,6.5,True,False,False,51
Botafogo,Rio de Janeiro,RJ,531438.7,2,Apartamento,,55.6,2015,386.32,7.5,True,False,False,10
Pinheiros,São Paulo,SP,905969.92,5,Casa,2,88.8,1986,,7.4,True,True,True,39
Pinheiros,São Paulo,SP,453774.41,2,Casa,2,74.7,1991,,3.7,True,False,True,34
Tatuapé,São Paulo,SP,486033.06,3,Apartamento,1,62.8,1998,876.22,2.1,True,True,True,27
Buritis,Belo Horizonte,MG,786360.78,5,Casa,1,86.8,2013,,5.2,True,False,False,12
Pampulha,Belo Horizonte,MG,830588.02,5,Casa,1,96.7,2019,,11.8,True,False,True,6
Barro Preto,Belo Horizonte,MG,305412.14,2,Casa,0,43.8,2015,,7.0,True,False,False,10
Savassi,Belo Horizonte,MG,387628.37,4,Apartamento,0,71.6,2007,393.62,7.4,True,False,True,18
Tijuca,Rio de Janeiro,RJ,642367.22,4,Apartamento,1,64.9,2005,1426.49,6.6,True,True,False,20
Tijuca,Rio de Janeiro,RJ,247627.67,2,Casa,2,44.1,1987,,5.4,True,False,False,38
Savassi,Belo Horizonte,MG,575977.81,3,Casa,1,68.1,2015,,4.8,True,False,False,10
Pampulha,Belo Horizonte,MG,619240.2,4,Apartamento,2,91.8,2007,1279.28,8.4,True,False,True,18
Savassi,Belo Horizonte,MG,447119.74,2,Casa,0,73.0,2001,,6.4,True,False,False,24
Centro,Belo Horizonte,MG,289336.37,2,Casa,1,31.8,1994,,5.2,True,False,True,31
Santana,São Paulo,SP,534484.57,3,Apartamento,1,54.4,2012,1484.43,0.3,True,False,True,13
Moema,São Paulo,SP,633059.72,2,Casa,0,75.7,2019,,7.9,True,False,False,6
Barro Preto,Belo Horizonte,MG,1371474.26,5,Casa,2,111.0,2014,,-0.1,True,True,False,11
Leblon,Rio de Janeiro,RJ,510922.28,2,Apartamento,2,46.7,2014,552.31,3.1,True,True,False,11
Savassi,Belo Horizonte,MG,783491.62,2,Apartamento,2,77.3,2000,1229.75,5.1,True,False,False,25
Santana,São Paulo,SP,611330.89,4,Casa,3,99.7,2010,,4.2,True,False,False,15
Moema,São Paulo,SP,930397.94,7,Apartamento,2,131.4,2016,1267.77,3.3,True,False,False,9
Botafogo,Rio de Janeiro,RJ,852774.51,3,Apartamento,1,95.5,1994,658.69,4.8,True,True,False,31
Barro Preto,Belo Horizonte,MG,527784.88,3,Casa,1,81.6,2021,,3.7,True,False,True,4
Pampulha,Belo Horizonte,MG,442991.01,2,Casa,0,55.5,2018,,2.8,True,False,True,7
Buritis,Belo Horizonte,MG,768856.46,5,Apartamento,3,90.3,1980,1055.38,1.1,True,False,False,45
Leblon,Rio de Janeiro,RJ,1076500.97,7,Casa,3,129.8,2017,,3.6,True,False,False,8
Leblon,Rio de Janeiro,RJ,642392.53,2,Apartamento,1,79.4,2019,478.2,5.9,True,False,False,6
Santana,São Paulo,SP,724223.73,4,Casa,,103.9,2018,,3.2,True,False,False,7
Ipanema,Rio de Janeiro,RJ,979701.58,5,Casa,3,96.5,1981,,4.6,True,False,False,44
Barro Preto,Belo Horizonte,MG,613476.16,5,Apartamento,0,88.0,1977,653.52,6.1,True,False,False,48
Savassi,Belo Horizonte,MG,1152832.31,7,Apartamento,1,123.3,1973,1146.22,10.2,True,False,False,52
Tijuca,Rio de Janeiro,RJ,624060.34,4,Apartamento,1,97.1,2001,1166.34,5.1,True,False,False,24
Moema,São Paulo,SP,893912.01,4,Casa,2,97.7,1995,,9.0,True,False,False,30
Buritis,Belo Horizonte,MG,729272.3,3,Apartamento,2,82.4,2023,710.22,4.2,True,False,False,2
Savassi,Belo Horizonte,MG,878559.46,6,Apartamento,1,123.7,1997,964.66,1.5,True,False,False,28
Savassi,Belo Horizonte,MG,796185.09,5,Casa,2,93.8,1992,,6.9,True,False,False,33
Pampulha,Belo Horizonte,MG,812409.31,3,Casa,0,85.8,2010,,4.0,True,False,False,15
Savassi,Belo Horizonte,MG,875536.7,5,Casa,3,98.0,2016,,3.7,True,False,False,9
Ipanema,Rio de Janeiro,RJ,541943.84,4,Casa,2,79.1,1978,,5.9,True,False,False,47
Buritis,Belo Horizonte,MG,277799.51,2,Casa,0,31.1,1990,,8.5,True,False,False,35
Copacabana,Rio de Janeiro,RJ,769148.64,5,Apartamento,2,80.0,1980,1474.94,3.2,True,True,True,45
Barro Preto,Belo Horizonte,MG,395920.9,2,Casa,0,53.6,2014,,4.8,True,False,False,11
Pampulha,Belo Horizonte,MG,714040.8,4,Apartamento,1,86.0,2015,664.12,9.3,True,False,False,10
Copacabana,Rio de Janeiro,RJ,574922.28,3,Apartamento,0,88.1,2009,1115.74,6.8,True,False,False,16
Pinheiros,São Paulo,SP,377966.13,2,Casa,1,57.6,1989,,8.3,True,False,False,36
Barro Preto,Belo Horizonte,MG,224785.08,2,Apartamento,1,33.6,1970,641.56,6.4,True,False,True,55
Vila Mariana,São Paulo,SP,596281.28,3,Casa,0,85.5,1976,,-0.5,True,False,False,49
Vila Mariana,São Paulo,SP,437929.72,3,Casa,1,,1972,,6.5,True,False,False,53
Savassi,Belo Horizonte,MG,812114.71,5,Casa,2,87.3,2018,,8.9,True,False,False,7
Buritis,Belo Horizonte,MG,880704.05,4,Casa,,98.7,1973,,6.6,True,False,False,52
Barro Preto,Belo Horizonte,MG,573772.32,5,Apartamento,1,97.9,2014,1147.13,5.6,True,False,False,11
Barro Preto,Belo Horizonte,MG,672044.29,4,Apartamento,2,69.5,1978,439.49,3.3,True,False,False,47
Centro,Belo Horizonte,MG,533057.57,2,Casa,2,53.0,1998,,7.9,True,False,False,27
Tijuca,Rio de Janeiro,RJ,832557.7,4,Apartamento,2,91.8,2017,1119.37,2.8,True,False,True,8
Buritis,Belo Horizonte,MG,602337.45,5,Casa,1,89.2,1997,,5.6,True,False,True,28
Vila Mariana,São Paulo,SP,563697.93,5,Casa,0,80.9,2003,,6.7,True,False,False,22
Buritis,Belo Horizonte,MG,574193.82,2,Apartamento,1,73.8,1980,624.99,-0.3,True,False,False,45
Santana,São Paulo,SP,636943.98,5,Apartamento,2,93.9,1981,948.48,8.2,True,False,True,44
Moema,São Paulo,SP,683077.43,2,Casa,0,73.4,1996,,-3.4,True,False,True,29
Ipanema,Rio de Janeiro,RJ,784584.27,4,Casa,0,89.9,1991,,7.5,True,False,True,34
Savassi,Belo Horizonte,MG,512592.77,2,Casa,2,72.0,2001,,5.1,True,False,False,24
Moema,São Paulo,SP,684656.38,2,Casa,0,79.1,2011,,4.3,True,False,False,14
Savassi,Belo Horizonte,MG,1032756.12,4,Casa,2,98.6,1972,,5.0,True,False,False,53
Copacabana,Rio de Janeiro,RJ,538816.21,2,Casa,0,49.9,1971,,0.4,True,False,False,54
Savassi,Belo Horizonte,MG,461880.32,2,Casa,1,66.8,2020,,4.1,True,False,False,5
Tatuapé,São Paulo,SP,696413.16,3,Apartamento,1,67.5,1998,1125.47,4.3,True,False,False,27
Santana,São Paulo,SP,541704.98,4,Apartamento,1,71.2,2022,1046.53,6.3,True,False,True,3
Vila Mariana,São Paulo,SP,978887.57,6,Casa,3,104.9,1981,,8.3,True,False,False,44
Moema,São Paulo,SP,818492.69,3,Casa,2,90.9,2018,,1.9,True,False,False,7
Tijuca,Rio de Janeiro,RJ,660351.01,4,Apartamento,1,86.9,1986,1060.13,6.3,True,False,True,39
Centro,Belo Horizonte,MG,769210.26,5,Apartamento,0,88.3,1991,537.9,8.8,True,False,False,34
Pinheiros,São Paulo,SP,1045313.28,4,Apartamento,3,110.0,2006,638.98,8.7,True,False,True,19
Tatuapé,São Paulo,SP,445630.41,3,Casa,0,61.8,2008,,0.4,True,False,False,17
Copacabana,Rio de Janeiro,RJ,347847.93,3,Apartamento,1,41.4,2009,1017.95,7.6,True,True,False,16
Vila Mariana,São Paulo,SP,301365.62,2,Apartamento,2,50.8,2015,1469.27,9.9,True,False,False,10
Buritis,Belo Horizonte,MG,570905.82,2,Apartamento,0,63.2,1975,598.91,-0.5,True,False,True,50
Tatuapé,São Paulo,SP,911321.53,4,Apartamento,1,77.4,2020,1189.4,3.0,True,True,True,5
Santana,São Paulo,SP,496878.03,2,Apartamento,1,60.3,2020,1352.74,7.1,True,False,True,5
Barro Preto,Belo Horizonte,MG,522514.79,2,Apartamento,1,64.3,2021,1284.31,3.6,True,False,True,4
Barro Preto,Belo Horizonte,MG,589079.95,3,Casa,2,76.0,1997,,7.7,True,False,False,28
Copacabana,Rio de Janeiro,RJ,685736.54,5,Apartamento,3,96.1,2009,980.52,3.8,True,True,True,16
Buritis,Belo Horizonte,MG,990356.71,4,Casa,2,106.3,2022,,7.4,True,False,False,3
Savassi,Belo Horizonte,MG,818327.28,6,Casa,1,114.2,2015,,8.1,True,False,False,10
Tatuapé,São Paulo,SP,722237.68,3,Apartamento,2,67.7,2012,506.62,4.3,True,False,False,13
Santana,São Paulo,SP,743585.27,5,Apartamento,0,,1993,770.39,5.9,True,False,False,32
Santana,São Paulo,SP,723754.76,4,Apartamento,0,64.4,1994,1132.71,0.7,True,False,False,31
Vila Mariana,São Paulo,SP,394696.33,4,Casa,0,70.9,2022,,8.8,True,False,False,3
Centro,Belo Horizonte,MG,890532.62,4,Apartamento,2,82.7,2022,330.2,5.5,True,True,False,3
Moema,São Paulo,SP,807483.08,4,Casa,1,101.4,1996,,9.2,True,False,False,29
,São Paulo,SP,666694.8,5,Apartamento,3,112.5,1989,1099.54,4.4,True,False,False,36
Pinheiros,São Paulo,SP,263670.34,2,Casa,1,32.0,1982,,4.8,True,False,True,43
Savassi,Belo Horizonte,MG,1058849.62,4,Apartamento,3,101.5,1972,1368.05,2.4,True,False,False,53
Ipanema,Rio de Janeiro,RJ,414102.72,2,Apartamento,2,62.2,2021,901.13,6.2,True,False,False,4
Barro Preto,Belo Horizonte,MG,757901.81,5,Casa,1,82.9,2005,,6.7,True,False,False,20
Buritis,Belo Horizonte,MG,811761.07,4,Casa,0,81.7,2005,,3.4,True,False,True,20
Vila Mariana,São Paulo,SP,911512.63,4,Apartamento,2,97.3,1984,1057.49,7.2,True,False,False,41
Tijuca,Rio de Janeiro,RJ,263454.56,2,Apartamento,2,28.6,2003,840.68,3.8,True,True,True,22
Vila Mariana,São Paulo,SP,620185.09,5,Apartamento,1,90.6,1996,1267.26,9.5,True,False,False,29
Leblon,Rio de Janeiro,RJ,820623.44,4,Apartamento,,104.0,1987,517.18,7.0,True,False,True,38
,Rio de Janeiro,RJ,576734.91,3,Casa,0,80.6,1976,,2.8,True,False,False,49
Buritis,Belo Horizonte,MG,567465.91,4,Casa,2,79.5,2019,,-0.8,True,False,True,6
Copacabana,Rio de Janeiro,RJ,498296.33,3,Apartamento,2,80.1,1996,1461.91,5.2,True,False,False,29
Copacabana,Rio de Janeiro,RJ,579854.95,2,Casa,2,73.6,1983,,8.2,True,False,False,42
Vila Mariana,São Paulo,SP,1020470.22,4,Casa,3,103.7,1989,,7.4,True,False,False,36
Barro Preto,Belo Horizonte,MG,935982.43,6,Casa,3,115.5,1978,,2.2,True,True,False,47
Moema,São Paulo,SP,695799.72,3,Apartamento,2,90.0,2018,369.76,3.8,True,False,False,7
Savassi,Belo Horizonte,MG,1022592.06,5,Casa,1,110.1,2008,,-0.2,True,False,True,17
Moema,São Paulo,SP,703481.26,2,Apartamento,0,69.1,1991,1455.13,7.6,True,False,True,34
Pinheiros,São Paulo,SP,1160453.24,7,Apartamento,3,122.2,1989,1009.34,9.6,True,False,True,36
Savassi,Belo Horizonte,MG,451454.85,3,Apartamento,0,70.7,1978,681.4,3.0,True,False,True,47
Moema,São Paulo,SP,99922.65,2,Casa,2,13.7,2005,,13.7,True,False,True,20
,São Paulo,SP,389086.15,2,Casa,,60.7,1992,,0.7,True,False,False,33
Centro,Belo Horizonte,MG,848739.89,5,Casa,,81.4,1992,,4.5,True,False,False,33
Centro,Belo Horizonte,MG,642201.96,4,Apartamento,2,88.8,2016,863.44,5.8,True,False,False,9
Pinheiros,São Paulo,SP,1230038.37,6,Casa,2,134.7,1997,,2.3,True,False,False,28
Copacabana,Rio de Janeiro,RJ,493020.36,4,Apartamento,1,79.8,2008,928.04,8.0,True,False,False,17
Tijuca,Rio de Janeiro,RJ,554755.66,5,Apartamento,0,89.8,2000,431.86,3.0,True,False,False,25
Santana,São Paulo,SP,182495.85,2,Apartamento,1,35.4,1997,742.47,7.5,True,False,False,28
Tijuca,Rio de Janeiro,RJ,836129.26,4,Apartamento,2,109.3,1992,1211.66,3.4,True,False,False,33
Santana,São Paulo,SP,123257.57,2,Apartamento,2,15.8,1978,736.25,6.6,True,True,False,47
Barro Preto,Belo Horizonte,MG,395194.57,2,Casa,0,36.9,2005,,6.0,True,False,True,20
Santana,São Paulo,SP,613205.76,4,Apartamento,0,78.6,1975,449.89,4.0,True,False,False,50
Botafogo,Rio de Janeiro,RJ,818334.09,3,Casa,3,90.2,2005,,2.2,True,False,False,20
Leblon,Rio de Janeiro,RJ,544137.65,2,Casa,0,66.2,1978,,-2.9,True,False,False,47
Buritis,Belo Horizonte,MG,875826.28,3,Casa,1,96.5,1985,,4.3,True,True,True,40
Ipanema,Rio de Janeiro,RJ,550473.66,5,Casa,2,85.3,1998,,7.2,True,False,False,27
Botafogo,Rio de Janeiro,RJ,590768.64,4,Apartamento,1,80.0,2006,1389.63,10.4,True,False,False,19
Savassi,Belo Horizonte,MG,894299.62,5,Casa,3,124.2,1971,,8.0,True,False,False,54
Pampulha,Belo Horizonte,MG,497078.0,2,Apartamento,0,62.5,1995,652.46,11.3,True,False,True,30
Ipanema,Rio de Janeiro,RJ,730827.57,5,Casa,1,116.5,2003,,7.8,True,False,True,22
Botafogo,Rio de Janeiro,RJ,1158536.08,6,Apartamento,1,116.0,1993,795.31,-1.0,True,False,True,32
Leblon,Rio de Janeiro,RJ,919720.72,4,Casa,1,103.9,2018,,3.0,True,False,False,7
Tatuapé,São Paulo,SP,687869.63,4,Casa,0,82.0,1992,,4.7,True,False,False,33
Tatuapé,São Paulo,SP,510629.64,4,Apartamento,2,70.4,1985,1351.68,7.3,True,True,False,40
Savassi,Belo Horizonte,MG,1267333.27,5,Apartamento,1,,2010,1483.27,3.8,True,False,False,15
Tijuca,Rio de Janeiro,RJ,527748.29,4,Casa,1,77.6,1985,,7.0,True,False,False,40
Tijuca,Rio de Janeiro,RJ,366818.36,4,Casa,2,63.7,1991,,6.5,True,False,False,34
Pampulha,Belo Horizonte,MG,185837.53,2,Apartamento,1,20.9,2010,470.7,0.7,True,False,False,15
Moema,São Paulo,SP,388357.94,3,Casa,2,61.7,1977,,-0.9,True,False,False,48
Barro Preto,Belo Horizonte,MG,999281.11,5,Casa,1,103.9,2014,,1.0,True,False,False,11
Tijuca,Rio de Janeiro,RJ,729316.6,2,Apartamento,0,65.4,1980,996.11,-2.1,True,True,False,45
Tatuapé,São Paulo,SP,173290.32,2,Casa,1,25.2,1987,,6.2,True,False,False,38
Pinheiros,São Paulo,SP,1217599.03,5,Casa,1,104.3,1997,,-2.2,True,False,False,28
Vila Mariana,São Paulo,SP,892204.94,3,Apartamento,,94.2,1973,1396.03,5.9,True,True,False,52
Tijuca,Rio de Janeiro,RJ,512343.84,5,Casa,0,82.3,1988,,6.0,True,True,True,37
Centro,Belo Horizonte,MG,376079.24,2,Casa,2,38.5,1984,,3.4,True,False,False,41
Pampulha,Belo Horizonte,MG,420901.11,2,Apartamento,1,72.6,1988,317.55,6.4,True,False,True,37
Centro,Belo Horizonte,MG,618133.99,4,Casa,1,104.2,1977,,5.1,True,False,False,48
Tijuca,Rio de Janeiro,RJ,753896.29,6,Apartamento,3,124.6,1985,1172.02,6.2,True,False,False,40
Tatuapé,São Paulo,SP,537488.32,5,Casa,2,85.0,1970,,3.6,True,False,False,55
Copacabana,Rio de Janeiro,RJ,993113.4,3,Casa,2,97.2,2011,,7.2,True,False,False,14
Moema,São Paulo,SP,337071.24,2,Casa,0,46.9,2003,,7.0,True,False,False,22
Santana,São Paulo,SP,727694.9,4,Casa,2,66.1,2005,,4.5,True,True,False,20
Copacabana,Rio de Janeiro,RJ,460887.96,2,Apartamento,1,73.7,1986,750.85,5.4,True,True,False,39
Tatuapé,São Paulo,SP,708984.85,4,Casa,0,89.3,1977,,3.0,True,True,False,48
Leblon,Rio de Janeiro,RJ,627124.05,3,Casa,2,87.5,2021,,8.4,True,False,True,4
Tatuapé,São Paulo,SP,428933.2,3,Casa,2,50.0,1972,,8.8,True,False,False,53
Copacabana,Rio de Janeiro,RJ,741060.85,2,Apartamento,2,71.2,2010,828.73,2.9,True,False,False,15
Pampulha,Belo Horizonte,MG,689142.08,5,Casa,2,110.0,1981,,3.6,True,False,False,44
Buritis,Belo Horizonte,MG,493661.83,2,Casa,0,53.3,2020,,6.2,True,False,False,5
Vila Mariana,São Paulo,SP,540509.09,4,Casa,1,63.4,2016,,6.1,True,False,False,9
Ipanema,Rio de Janeiro,RJ,1225694.63,5,Casa,1,110.3,1970,,0.2,True,False,False,55
Copacabana,Rio de Janeiro,RJ,567283.33,3,Apartamento,2,74.4,1983,861.53,6.3,True,False,False,42
Tatuapé,São Paulo,SP,448425.7,2,Apartamento,0,50.6,2022,1253.59,2.4,True,False,False,3
Ipanema,Rio de Janeiro,RJ,463340.07,4,Apartamento,1,71.1,1984,754.84,7.7,True,False,False,41
Centro,Belo Horizonte,MG,676516.66,6,Casa,3,102.4,1995,,7.1,True,False,True,30
Centro,Belo Horizonte,MG,571175.39,4,Casa,0,66.1,1998,,-1.5,True,False,True,27
Botafogo,Rio de Janeiro,RJ,81252.61,2,Casa,1,11.4,2002,,6.2,True,False,True,23
Tijuca,Rio de Janeiro,RJ,633241.5,5,Casa,2,92.3,2003,,5.6,True,False,False,22
,Rio de Janeiro,RJ,1272064.9,5,Casa,,,2009,,5.5,True,False,False,16
Tijuca,Rio de Janeiro,RJ,439925.15,3,Apartamento,2,72.7,1971,946.76,5.7,True,False,True,54
Santana,São Paulo,SP,442738.31,3,Apartamento,1,66.9,2019,307.37,8.7,True,False,False,6
Pampulha,Belo Horizonte,MG,885434.43,3,Apartamento,0,79.5,2002,1308.05,6.5,True,True,False,23
Savassi,Belo Horizonte,MG,639699.2,4,Apartamento,,87.5,2014,478.86,8.9,True,False,True,11
Tatuapé,São Paulo,SP,311293.14,3,Casa,0,58.7,1989,,6.1,True,False,False,36
Botafogo,Rio de Janeiro,RJ,666665.35,2,Casa,2,59.8,2018,,2.5,True,False,False,7
Ipanema,Rio de Janeiro,RJ,417121.85,3,Apartamento,2,43.5,1971,567.62,4.1,True,False,True,54
Centro,Belo Horizonte,MG,833648.73,4,Apartamento,1,88.9,1981,1249.33,2.7,True,True,True,44
Tatuapé,São Paulo,SP,323361.79,2,Casa,2,29.2,1991,,6.2,True,False,True,34
Pinheiros,São Paulo,SP,643947.49,2,Apartamento,1,71.6,1989,1488.61,11.1,True,False,False,36
Buritis,Belo Horizonte,MG,1473925.13,5,Apartamento,1,135.8,1984,539.34,3.7,True,False,False,41
Ipanema,Rio de Janeiro,RJ,464361.9,2,Casa,2,47.5,1974,,0.8,True,False,False,51
Pampulha,Belo Horizonte,MG,414108.54,2,Casa,,55.9,2002,,6.3,True,False,False,23
Savassi,Belo Horizonte,MG,433675.15,2,Apartamento,2,75.8,1995,1054.98,7.1,True,False,True,30
Tijuca,Rio de Janeiro,RJ,427568.4,2,Casa,1,52.5,2021,,5.5,True,False,True,4
,São Paulo,SP,626988.77,2,Apartamento,2,64.1,2019,918.91,6.2,True,False,False,6
Savassi,Belo Horizonte,MG,767391.88,3,Casa,,97.7,1999,,8.1,True,False,False,26
Ipanema,Rio de Janeiro,RJ,1057906.63,4,Casa,3,94.4,1993,,2.3,True,False,False,32
Leblon,Rio de Janeiro,RJ,1094998.19,4,Casa,2,106.8,1985,,8.2,True,False,True,40
Ipanema,Rio de Janeiro,RJ,919827.72,5,Casa,2,111.3,1995,,4.0,True,False,True,30
Tijuca,Rio de Janeiro,RJ,806015.1,3,Apartamento,2,80.3,1984,632.55,4.3,True,False,False,41
